name,age,gender,caste,religion,occupation,education,annual_income,marital_status,district,family_size,ration_card_type,disability_status,bank_account,land_ownership,land_holding_acres,recommended_scheme
,63,Female,SC,Hindu,Farmer,12th Pass,46145.17,Married,Kancheepuram,7.0,BPL,No,Yes,Yes,1.14,Free Distribution of Seeds and Fertilizers
Venkat,47,Male,MBC,Hindu,Farmer,5th Pass,171853.22,Married,Tiruchirappalli,6.0,BPL,No,Yes,Yes,1.97,Free Borewell Scheme for Farmers
Murugan,32,Female,OC,Muslim,Farmer,10th Pass,236479.19,Married,Erode,4.0,BPL,No,Yes,Yes,3.88,Crop Insurance Scheme (PMFBY)
Geetha,41,Female,BC,Muslim,Farmer,12th Pass,300697.15,Married,Chennai,4.0,APL,No,Yes,Yes,2.77,Kisan Credit Card Scheme
Sumathy,47,Male,SC,Others,Farmer,5th Pass,175424.64,Married,Erode,3.0,BPL,No,Yes,Yes,1.97,Solar Pump Scheme for Farmers
Geetha,58,Female,OC,Others,Farmer,8th Pass,40385.86,Married,Salem,4.0,APL,No,Yes,Yes,2.44,Coconut Development Board Subsidy
Nithya,37,Male,ST,Others,Fisher,10th Pass,53945.15,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Karthik,55,Male,MBC,Muslim,Fisher,5th Pass,138158.52,Married,Coimbatore,5.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Divya,29,Male,ST,Others,Fisher,12th Pass,58880.05,Married,Villupuram,3.0,BPL,No,Yes,No,,Fishermen Housing Scheme
Selvam,48,Male,MBC,Muslim,Fisher,Graduate,62856.06,Married,Virudhunagar,6.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Selvam,9,Male,BC,,Student,No Formal Education,22773.4,Single,Krishnagiri,4.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Lakshmi,15,Male,ST,Hindu,Student,Post Graduate,59626.51,Single,Thanjavur,3.0,APL,No,Yes,No,0.0,Free Laptop Scheme
Priya,25,Female,SC,Christian,Student,Graduate,131601.65,Single,Vellore,2.0,,No,Yes,No,0.0,Pudhumai Penn Scheme
Murugan,20,Male,SC,Others,Unemployed,Graduate,72062.74,Single,Tiruchirappalli,2.0,APL,No,Yes,No,0.0,CM Internship Programme
Karthik,26,Male,SC,Others,Unemployed,Graduate,47205.23,Single,Virudhunagar,5.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Rekha,5,Male,BC,Others,Student,10th Pass,134639.64,Single,Ramanathapuram,6.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Rajan,25,Female,SC,Others,Student,12th Pass,49655.25,Single,Tirunelveli,3.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Sangeetha,34,Male,SC,Muslim,Homemaker,10th Pass,38885.11,Married,Sivaganga,5.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Venkat,19,Male,SC,Muslim,Student,12th Pass,172607.96,Single,Coimbatore,2.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Rajan,33,Male,SC,Muslim,Self-employed,Post Graduate,146904.82,Married,Tiruchirappalli,4.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Karthik,21,Female,SC,Christian,Farmer,10th Pass,372351.86,Married,Kancheepuram,2.0,APL,,Yes,No,0.0,Inter-Caste Marriage Incentive
Arjun,21,Male,OC,Hindu,Unemployed,No Formal Education,21595.49,Widowed,Madurai,2.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Meena,43,Female,MBC,Muslim,Homemaker,8th Pass,32198.74,Single,Krishnagiri,4.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Kumar,60,Male,MBC,Christian,Homemaker,Post Graduate,37379.65,Married,Sivaganga,1.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Rekha,9,Male,ST,Others,Student,Graduate,26436.1,Single,Vellore,4.0,BPL,Yes,No,No,0.0,Special School Assistance
Murugan,17,Female,BC,Hindu,Student,10th Pass,125097.87,Single,Chennai,4.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Vijay,24,Male,BC,Others,Unemployed,12th Pass,25749.25,Married,Tiruchirappalli,4.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Murugan,50,Female,SC,Others,Unorganised Worker,Graduate,91458.68,Married,Namakkal,4.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Lakshmi,45,Female,BC,Christian,Construction Worker,No Formal Education,96926.71,Married,Thanjavur,2.0,BPL,No,Yes,No,,Construction Workers Welfare Scheme
Selvam,46,Male,MBC,Christian,Toddy Tapper,12th Pass,58831.58,Married,Dindigul,5.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Meena,69,Female,BC,Hindu,Farmer,8th Pass,122481.2,Widowed,Virudhunagar,1.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Selvam,72,Female,OC,Christian,Farmer,Post Graduate,87774.82,Widowed,Krishnagiri,3.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
,67,Male,SC,Hindu,Employee,10th Pass,488691.79,Single,Namakkal,3.0,APL,No,Yes,No,2.42,CMCHIS – Chief Minister's Health Insurance
Rekha,25,Female,OC,Muslim,Unorganised Worker,5th Pass,10438.86,Married,Chennai,2.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
,44,Female,MBC,Hindu,Unorganised Worker,No Formal Education,181095.05,Married,Dindigul,2.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Selvam,42,Female,BC,Others,Employee,10th Pass,284802.56,Married,Madurai,5.0,,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Priya,50,Male,BC,Muslim,Unorganised Worker,Post Graduate,154097.72,Married,Krishnagiri,3.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Kumar,20,Female,BC,Hindu,Student,Graduate,139268.34,Single,Tirunelveli,3.0,APL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Meena,48,Male,BC,Christian,Self-employed,Graduate,477885.55,Married,Kancheepuram,2.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Vijay,20,Female,BC,Hindu,Homemaker,5th Pass,185705.33,Married,Krishnagiri,2.0,BPL,No,Yes,No,,Micro Credit for Women SHGs
Anitha,37,Male,SC,Hindu,Homemaker,10th Pass,50132.87,Married,Tirunelveli,2.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
,54,Female,MBC,Others,Homemaker,10th Pass,128124.56,Married,Erode,4.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Venkat,65,Male,ST,Others,Construction Worker,Post Graduate,38471.12,Married,Nagapattinam,1.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
Anitha,39,Female,SC,Christian,Self-employed,10th Pass,151833.51,Single,Namakkal,2.0,BPL,No,Yes,Yes,1.0,Chief Minister's Green Tamil Nadu Mission
Sumathy,34,Female,OC,Others,Homemaker,8th Pass,168924.88,Married,Erode,2.0,BPL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Nithya,25,Female,BC,Christian,Employee,,73930.42,Single,Madurai,5.0,BPL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Selvam,26,Female,BC,Others,Homemaker,8th Pass,84536.56,Married,Thoothukudi,2.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Vijay,35,Female,BC,Muslim,Homemaker,10th Pass,118209.86,Married,Erode,4.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Meena,24,Female,MBC,Hindu,Student,Graduate,85890.7,Single,Erode,4.0,BPL,No,Yes,No,,Marriage Assistance Scheme (Moovalur)
Rajan,22,Female,SC,Hindu,Homemaker,Graduate,75463.91,Married,Vellore,2.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Nithya,25,Female,ST,Christian,Homemaker,No Formal Education,74640.74,Married,Tiruchirappalli,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Nithya,58,Female,OC,Hindu,Farmer,5th Pass,38321.3,Married,Namakkal,2.0,APL,No,Yes,Yes,3.19,PM Kisan Samman Nidhi
Vijay,31,Male,SC,Others,Farmer,No Formal Education,116691.28,Married,Krishnagiri,6.0,BPL,No,Yes,Yes,2.52,Free Distribution of Seeds and Fertilizers
Lakshmi,58,Female,BC,Hindu,Farmer,8th Pass,72175.84,Married,Virudhunagar,,BPL,No,Yes,Yes,3.99,Free Borewell Scheme for Farmers
Karthik,38,Female,OC,Others,Farmer,Graduate,30287.64,Married,Virudhunagar,3.0,BPL,No,Yes,Yes,4.23,Crop Insurance Scheme (PMFBY)
Rajan,40,Female,OC,Hindu,Farmer,8th Pass,394964.16,Married,Namakkal,3.0,APL,No,Yes,Yes,1.27,Kisan Credit Card Scheme
Selvam,48,Female,SC,Others,Farmer,12th Pass,48947.8,Married,Nagapattinam,7.0,BPL,No,Yes,Yes,3.71,Solar Pump Scheme for Farmers
Anitha,64,Female,BC,Christian,Farmer,8th Pass,102637.81,Married,Chennai,5.0,APL,No,Yes,Yes,3.76,Coconut Development Board Subsidy
Venkat,22,Male,BC,Others,Fisher,12th Pass,57835.92,Married,Tirunelveli,5.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Venkat,32,Male,MBC,Christian,Fisher,8th Pass,123816.51,Married,Ramanathapuram,,BPL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Kumar,59,Male,BC,Muslim,Fisher,Post Graduate,36179.37,Married,Dindigul,2.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Anitha,55,Male,BC,Muslim,Fisher,Graduate,77529.96,Married,Namakkal,4.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Nithya,14,Male,MBC,Hindu,Student,No Formal Education,135861.09,Single,Tiruchirappalli,2.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Murugan,20,Male,BC,Hindu,Student,10th Pass,82895.49,Single,Virudhunagar,6.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Vijay,22,Female,BC,Hindu,Student,12th Pass,58567.98,Single,Vellore,3.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Vijay,21,Male,OC,Hindu,Unemployed,Graduate,50782.83,Single,Erode,5.0,APL,No,Yes,No,0.0,CM Internship Programme
Nithya,22,Female,SC,Others,Unemployed,Graduate,30858.35,Single,Dindigul,4.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Arjun,16,Female,MBC,Christian,Student,Graduate,109855.5,Single,Dindigul,4.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Geetha,23,Male,SC,Muslim,Student,12th Pass,105077.88,Single,Erode,3.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Arjun,43,Male,SC,Hindu,Farmer,Post Graduate,65186.24,Married,Villupuram,2.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Rajan,17,Male,SC,Christian,Student,Post Graduate,73608.32,Single,Krishnagiri,5.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Kumar,23,Female,SC,Christian,Self-employed,10th Pass,57036.88,Married,Namakkal,4.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Anitha,25,Female,SC,Christian,Farmer,Post Graduate,466301.45,Married,Cuddalore,3.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Rekha,58,Male,BC,Others,Unemployed,10th Pass,91222.21,Widowed,Sivaganga,2.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Anitha,48,Female,SC,Hindu,Unemployed,Graduate,42992.48,Widowed,Thanjavur,1.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Priya,36,Male,ST,,Homemaker,10th Pass,30696.06,Married,Tirunelveli,1.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
,14,Female,MBC,Hindu,Student,Post Graduate,26365.59,Single,Coimbatore,6.0,BPL,Yes,No,No,0.0,Special School Assistance
Murugan,24,Female,SC,Muslim,Student,10th Pass,104478.82,Single,Villupuram,3.0,APL,No,Yes,No,,CM Youth Sports Incentive
Arjun,41,Male,ST,Others,Unemployed,Post Graduate,31854.7,Single,Krishnagiri,5.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Karthik,43,Male,MBC,Christian,Unorganised Worker,8th Pass,137912.98,Married,Nagapattinam,6.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Geetha,37,Female,ST,Hindu,Construction Worker,No Formal Education,99605.28,Married,Sivaganga,6.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Lakshmi,33,Male,ST,Others,Toddy Tapper,12th Pass,23634.66,Married,Dindigul,5.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Kavitha,77,Female,OC,Muslim,Unemployed,Graduate,184202.71,Widowed,Virudhunagar,5.0,,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Arjun,50,Female,SC,Christian,Unorganised Worker,Graduate,83360.22,Widowed,Kancheepuram,2.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Divya,41,Male,MBC,Muslim,Employee,8th Pass,422136.24,Married,Tiruchirappalli,6.0,APL,No,Yes,No,2.6,CMCHIS – Chief Minister's Health Insurance
Rajan,55,Male,BC,Hindu,Homemaker,Graduate,187724.52,Married,Thoothukudi,2.0,BPL,,Yes,No,0.0,Free Ration Scheme (PDS)
Rekha,40,Female,ST,Others,Unorganised Worker,No Formal Education,255613.43,Married,Ramanathapuram,6.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Rekha,21,Male,MBC,Others,Employee,12th Pass,,Married,Sivaganga,2.0,BPL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
,63,Male,BC,Christian,Farmer,12th Pass,181692.06,Single,Tiruchirappalli,3.0,APL,No,Yes,No,0.0,Amma Mini Clinic
,17,Female,MBC,Others,Student,Post Graduate,95280.46,Single,Madurai,2.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Nithya,34,Female,SC,Hindu,Self-employed,10th Pass,317689.68,Married,Coimbatore,3.0,APL,No,Yes,No,0.0,MSME Subsidy Scheme
Vijay,23,Female,MBC,Christian,Homemaker,Graduate,159160.38,Married,Cuddalore,2.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Sumathy,49,Female,ST,Christian,Homemaker,8th Pass,86147.84,Married,Vellore,5.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Sumathy,37,Female,SC,Muslim,Homemaker,12th Pass,19992.95,Married,Tiruchirappalli,5.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Kumar,56,Male,OC,Christian,Employee,Post Graduate,244636.18,Married,Tiruchirappalli,3.0,BPL,No,Yes,No,,Amma Canteen Scheme
Kavitha,50,Male,SC,Muslim,Self-employed,12th Pass,294627.41,Single,Cuddalore,5.0,APL,No,Yes,Yes,0.14,Chief Minister's Green Tamil Nadu Mission
Lakshmi,52,Female,BC,Muslim,Homemaker,12th Pass,171814.07,Married,Namakkal,2.0,APL,No,,No,0.0,Kalaignar Magalir Urimai Thogai
Balu,29,Female,SC,Muslim,Employee,12th Pass,178487.41,Single,Erode,4.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Arjun,18,Female,BC,,Homemaker,12th Pass,,Married,Namakkal,5.0,BPL,No,Yes,No,,Tamil Nadu Maternity Benefit Scheme
Lakshmi,30,Female,SC,Muslim,Homemaker,Post Graduate,165523.46,Married,Dindigul,6.0,BPL,,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Venkat,25,Female,ST,Hindu,Student,12th Pass,62442.03,Single,Thoothukudi,4.0,BPL,,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Nithya,34,Female,ST,Others,Homemaker,5th Pass,88507.74,Married,Virudhunagar,2.0,BPL,No,Yes,No,,Cradle Baby Scheme
Meena,41,Female,ST,Muslim,Homemaker,Post Graduate,43183.97,Married,Kancheepuram,4.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Kavitha,38,Male,BC,Christian,Farmer,5th Pass,120797.1,Single,Virudhunagar,4.0,APL,No,Yes,Yes,1.63,PM Kisan Samman Nidhi
Murugan,34,Female,ST,Hindu,Farmer,Graduate,61927.61,Married,Cuddalore,4.0,BPL,No,Yes,Yes,2.89,Free Distribution of Seeds and Fertilizers
Balu,48,Female,BC,Hindu,Farmer,10th Pass,30526.46,Married,Thanjavur,5.0,BPL,No,Yes,Yes,3.88,Free Borewell Scheme for Farmers
Arjun,54,Male,MBC,Hindu,Farmer,Graduate,229401.08,Married,Tiruchirappalli,7.0,BPL,No,Yes,Yes,4.92,Crop Insurance Scheme (PMFBY)
Murugan,26,Male,BC,Others,Farmer,No Formal Education,411774.24,Married,Ramanathapuram,6.0,APL,,Yes,Yes,1.58,Kisan Credit Card Scheme
Venkat,51,Male,MBC,Hindu,Farmer,Graduate,40107.57,Married,Namakkal,2.0,BPL,No,Yes,Yes,3.52,Solar Pump Scheme for Farmers
Lakshmi,43,Male,BC,Muslim,Farmer,5th Pass,178309.96,Married,Krishnagiri,2.0,BPL,No,Yes,Yes,4.48,Coconut Development Board Subsidy
Divya,40,Male,SC,Others,Fisher,No Formal Education,59894.74,Married,Chennai,4.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Sumathy,30,Male,SC,Christian,Fisher,12th Pass,38083.01,Married,Thanjavur,3.0,BPL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
,41,Male,MBC,Christian,Fisher,No Formal Education,72158.63,Married,Sivaganga,5.0,BPL,No,,No,0.0,Fishermen Housing Scheme
Rekha,43,Male,MBC,Muslim,Fisher,5th Pass,92027.92,Married,Kancheepuram,2.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Balu,12,Female,BC,Hindu,Student,No Formal Education,87296.87,Single,Erode,3.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Venkat,19,Male,MBC,Muslim,Student,Post Graduate,33088.13,Single,Nagapattinam,5.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Geetha,20,Female,ST,Christian,Student,12th Pass,110068.48,Single,Salem,3.0,BPL,No,Yes,No,0.0,Pudhumai Penn Scheme
Kumar,21,Female,OC,Others,Unemployed,Graduate,111141.4,Single,Vellore,4.0,BPL,No,Yes,No,0.0,CM Internship Programme
Murugan,28,Female,ST,Christian,Unemployed,Graduate,116247.02,Single,Tirunelveli,5.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Murugan,20,Female,OC,Muslim,Student,5th Pass,99263.83,Single,Virudhunagar,4.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Kavitha,23,Male,SC,Hindu,Student,12th Pass,135958.92,Single,Ramanathapuram,3.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Meena,31,Male,SC,Muslim,Farmer,Post Graduate,15628.92,Married,Nagapattinam,6.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Geetha,15,Male,SC,Hindu,Student,12th Pass,156236.4,Single,Coimbatore,2.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Kavitha,31,Female,SC,Christian,Self-employed,12th Pass,37443.62,Single,Madurai,2.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Lakshmi,38,Female,SC,Christian,Self-employed,12th Pass,485794.58,Married,Chennai,3.0,,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Sangeetha,70,Male,SC,Muslim,Unemployed,12th Pass,94695.17,Widowed,Erode,4.0,BPL,Yes,,No,0.0,Disability Pension Scheme
Balu,70,Female,BC,,Student,No Formal Education,50960.84,Single,Dindigul,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Kavitha,20,Male,BC,Hindu,Unemployed,10th Pass,50823.77,Married,Dindigul,2.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Nithya,8,Male,ST,Muslim,Student,12th Pass,107339.09,Single,Erode,6.0,BPL,Yes,No,No,0.0,Special School Assistance
Geetha,20,Female,ST,Christian,Student,Graduate,106128.17,Single,Kancheepuram,5.0,APL,No,Yes,No,0.0,CM Youth Sports Incentive
Divya,40,Female,BC,Muslim,Unemployed,Graduate,68534.09,Married,Kancheepuram,2.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Kavitha,59,Male,BC,Muslim,Unorganised Worker,10th Pass,137211.54,Married,Chennai,6.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Divya,49,Female,SC,Muslim,Construction Worker,Graduate,35238.57,Married,Krishnagiri,4.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Divya,26,Male,SC,Muslim,Toddy Tapper,12th Pass,86023.78,Married,Ramanathapuram,5.0,BPL,,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Venkat,78,Female,ST,Hindu,Unemployed,No Formal Education,29086.71,Widowed,Erode,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Lakshmi,39,Female,ST,Others,Homemaker,12th Pass,28110.5,Widowed,Tirunelveli,2.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Kavitha,39,Female,MBC,Others,Homemaker,8th Pass,413537.44,Married,Ramanathapuram,2.0,APL,No,Yes,Yes,,CMCHIS – Chief Minister's Health Insurance
Sumathy,36,Female,ST,Others,Unorganised Worker,5th Pass,30660.22,Married,Virudhunagar,5.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Rekha,32,Female,BC,Muslim,Unorganised Worker,Post Graduate,79464.17,Married,Madurai,3.0,,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Rajan,60,Female,BC,Muslim,Employee,Post Graduate,186712.72,Married,Kancheepuram,4.0,BPL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Arjun,23,Male,OC,Hindu,Unorganised Worker,Post Graduate,253413.47,Married,Namakkal,5.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Rekha,21,Female,ST,Others,Student,Graduate,180046.16,Single,Tirunelveli,3.0,APL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Nithya,22,Female,SC,Christian,Self-employed,Graduate,255159.94,Married,Virudhunagar,4.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Vijay,35,Female,BC,Others,Homemaker,,132653.92,Married,Ramanathapuram,3.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Kumar,62,Male,ST,Others,Farmer,No Formal Education,133512.56,Married,Nagapattinam,5.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Sangeetha,52,Male,SC,Christian,Homemaker,Post Graduate,124144.69,Married,Madurai,5.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
,20,Female,MBC,Others,Construction Worker,10th Pass,150478.75,Single,Madurai,4.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
Kumar,63,Male,SC,Others,Self-employed,10th Pass,163354.07,Single,Salem,4.0,BPL,No,Yes,No,0.46,Chief Minister's Green Tamil Nadu Mission
Karthik,39,Female,ST,Others,Homemaker,10th Pass,47926.95,Married,Salem,3.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Balu,19,Female,BC,Others,Employee,10th Pass,62997.13,Single,Dindigul,2.0,BPL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Selvam,24,Female,BC,Muslim,Homemaker,8th Pass,142051.6,Married,Thanjavur,4.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Geetha,26,Female,MBC,Others,Homemaker,5th Pass,124710.44,Married,Namakkal,3.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Divya,23,Female,BC,Others,Student,12th Pass,48316.47,Single,Salem,5.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Kavitha,28,Female,ST,Christian,Homemaker,5th Pass,83673.83,Married,Thoothukudi,,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Kavitha,51,Female,BC,Others,Homemaker,Post Graduate,48680.5,Married,Krishnagiri,2.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Venkat,30,Female,OC,Christian,Farmer,Post Graduate,114159.53,Married,Cuddalore,2.0,APL,No,Yes,Yes,2.48,PM Kisan Samman Nidhi
Vijay,49,Male,MBC,Hindu,Farmer,No Formal Education,79214.09,,Nagapattinam,4.0,BPL,No,Yes,Yes,1.13,Free Distribution of Seeds and Fertilizers
Priya,63,Male,MBC,Others,Farmer,No Formal Education,182594.2,Married,Krishnagiri,7.0,BPL,No,Yes,Yes,2.59,Free Borewell Scheme for Farmers
Anitha,35,Male,BC,Christian,Farmer,5th Pass,62200.25,Married,Coimbatore,3.0,BPL,No,Yes,Yes,2.36,Crop Insurance Scheme (PMFBY)
Divya,44,Female,MBC,Hindu,Farmer,Graduate,274758.91,Married,Tirunelveli,7.0,APL,No,Yes,Yes,4.84,Kisan Credit Card Scheme
Arjun,54,Female,BC,Christian,Farmer,12th Pass,109122.1,Married,Ramanathapuram,2.0,BPL,No,Yes,Yes,,Solar Pump Scheme for Farmers
,43,Female,SC,Others,Farmer,Graduate,216269.4,Married,Erode,3.0,APL,No,Yes,Yes,3.07,Coconut Development Board Subsidy
Sumathy,35,Male,BC,Christian,Fisher,Post Graduate,87420.65,Married,Erode,3.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Arjun,21,Male,MBC,Christian,Fisher,12th Pass,134275.45,Married,Erode,6.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Rekha,42,Male,BC,Others,Fisher,5th Pass,92633.5,Married,Chennai,3.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Sangeetha,53,Male,MBC,Hindu,Fisher,12th Pass,50479.85,Married,Ramanathapuram,4.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Venkat,6,Female,SC,Hindu,Student,No Formal Education,23357.2,Single,Kancheepuram,3.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Geetha,18,Female,ST,Muslim,Student,12th Pass,59735.78,Single,Kancheepuram,4.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
,18,Female,BC,Muslim,Student,Graduate,,Single,Krishnagiri,2.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Arjun,20,Male,BC,Hindu,Unemployed,Post Graduate,214498.3,Single,Tiruchirappalli,3.0,BPL,No,Yes,No,0.0,CM Internship Programme
Venkat,27,Male,MBC,Others,Unemployed,Graduate,38844.46,Single,Thanjavur,4.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Priya,18,Female,OC,Others,Student,No Formal Education,51715.42,Single,Krishnagiri,2.0,BPL,No,,No,0.0,Free Bus Pass for Students
Priya,25,Female,SC,Christian,Student,Post Graduate,173240.44,Single,Dindigul,2.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
,31,Male,SC,Hindu,Farmer,8th Pass,30162.55,Married,Salem,5.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Venkat,24,Male,SC,Muslim,Student,8th Pass,131602.22,Single,Nagapattinam,5.0,BPL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
